user_id,date_from,date_to,origin,destination,is_booked,search_count,num_adults,num_children,num_days,geo_distance
77aab0,2017-05-13,2017-05-13,TXL,FRA,0,1,1,0,0,419.5653510031735
77b0e1,2017-04-19,2017-04-19,FRA,BER,0,1,2,0,0,423.2473533752599
77b0e1,2017-04-27,2017-04-29,FRA,BER,1,0,2,0,2,423.2473533752599
77b177,2017-04-30,2017-05-05,BER,PMI,0,2,2,1,5,1657.1975239635512
77b2a9,2017-09-24,2017-09-24,PAR,YMQ,0,1,1,0,0,5506.315396348216
77b2df,2017-05-03,2017-05-03,DUS,IST,0,1,1,0,0,2038.9828522626703
77b358,2017-09-15,2017-09-28,ORY,EDI,0,1,4,0,13,891.5057790840639
77b358,2017-09-15,2017-09-28,PAR,EDI,0,1,4,0,13,879.0000879600017
77b655,2017-06-07,2017-06-23,PAR,YUL,0,2,1,1,16,5519.804745209731
77b6ca,2017-05-18,2017-05-25,DUS,ALC,0,1,2,1,7,1549.3291928499468
77ba25,2017-05-06,2017-05-06,NCE,CDG,0,1,2,0,0,694.2663595637928
77ba39,2017-10-14,2017-10-24,CDG,CAN,0,1,2,0,10,9456.648035179198
77bb89,2017-05-19,2017-05-29,TXL,SAW,0,1,1,0,10,1773.1547169202943
77bb89,2017-05-20,2017-06-01,TXL,SAW,0,1,1,0,12,1773.1547169202943
77bbc2,2017-08-23,2017-08-25,BER,BUD,1,3,3,0,2,702.3985920028955
77bbdc,2017-05-21,2017-06-07,MUC,BKK,0,1,1,0,17,8794.589830490255
77bbfb,2017-09-09,2017-10-07,PAR,CAI,0,1,2,2,28,3214.5366190947757
77bbfb,2017-09-09,2017-10-10,PAR,CAI,0,1,2,2,31,3214.5366190947757
77c076,2017-05-09,2017-05-13,HAM,LHR,0,1,1,0,4,745.565911417481
77c3fc,2017-08-02,2017-08-15,BER,IST,0,1,1,0,13,1736.013577545123
77c3fc,2017-08-05,2017-08-17,BER,IST,0,1,1,0,12,1736.013577545123
77c61e,2017-07-06,2017-07-08,PAR,IST,0,1,1,0,2,2253.4668406275528
77c733,2017-05-17,2017-05-20,STR,STN,0,1,4,0,3,721.465726561175
77c8bb,2017-12-28,2018-01-02,BKK,MNL,0,1,1,0,5,2209.2225983553426
77c912,2017-07-13,2017-07-20,STR,TYO,0,1,1,1,7,9425.876669060497
77c997,2017-10-01,2017-10-16,PAR,TLV,0,2,4,2,15,3278.150047834882
77ca33,2017-05-03,2017-05-05,TLS,STN,0,1,7,0,2,925.0225703583043
77cc49,2017-05-30,2017-06-02,DUS,MUC,0,1,1,0,3,486.1850217398799
77ccb6,2017-06-03,2017-06-14,PAR,EDI,0,1,1,0,11,879.0000879600017
77ccbc,2017-09-02,2017-09-17,ORY,PAR,0,2,1,0,15,13.363504314010138
77cf79,2017-08-11,2017-08-14,PAR,BUD,0,1,1,0,3,1261.7263878193082
77cf79,2017-08-12,2017-08-14,PAR,BUD,0,1,1,0,2,1261.7263878193082
77d165,2017-06-19,2017-06-28,BER,BUD,0,1,2,0,9,702.3985920028955
77d244,2017-05-30,2017-06-03,HAM,BCN,0,1,1,0,4,1476.4181312282537
77d2ef,2017-05-15,2017-05-20,FRA,SAW,0,1,1,0,5,1896.8812888423424
77d308,2017-05-21,2017-05-21,MRS,CGN,0,2,1,0,0,839.7217734687931
77d45e,2017-05-17,2017-05-20,PAR,LIS,0,1,2,0,3,1452.0328728283007
77d790,2018-02-06,2018-02-20,LYS,YMQ,0,2,2,2,14,5835.960972165133
77d9dc,2017-06-30,2017-07-07,MRS,ATH,0,1,2,0,7,1669.6583790284074
77dab1,2017-06-02,2017-06-07,NCE,JNB,0,1,2,0,5,8053.472423225198
77db79,2017-09-22,2017-10-20,TLV,MUC,0,3,1,0,28,2641.8538587781622
77dd57,2017-04-28,2017-04-28,DUS,ZRH,0,1,1,0,0,438.56234826349424
77df08,2017-05-20,2017-05-24,BER,LIS,0,1,2,1,4,2312.0734736524214
77dfea,2017-08-17,2017-09-06,FRA,LIM,0,1,2,0,20,10730.079094605013
77e185,2017-11-18,2017-11-21,BER,DUB,0,1,2,0,3,1316.7951232832588
77e1f8,2017-12-08,2017-12-14,FRA,PMI,0,1,1,0,6,1264.4962315467362
77e204,2017-06-01,2017-06-02,YUL,BOS,0,1,4,0,1,408.5967537441788
77e396,2017-05-28,2017-07-06,CDG,BKK,0,1,1,0,39,9425.134831990172
77e460,2017-07-05,2017-07-14,HAM,PMI,0,1,1,0,9,1654.5157994562705
77e635,2017-06-03,2017-06-07,LYS,NYC,0,1,2,2,4,6148.240052937834
77e7fa,2017-05-21,2017-05-24,PAR,DUB,0,1,1,0,3,779.4111726950161
77e914,2017-08-16,2017-09-20,PAR,DPS,0,1,1,0,35,12400.206143482495
77eb2a,2017-06-02,2017-06-02,BCN,CGN,0,1,1,0,0,1121.6653394525183
77eb8b,2017-11-05,2017-11-25,DUS,HEL,0,2,1,0,20,1502.8803384102252
77ed7d,2017-06-14,2017-06-14,FRA,ANK,0,1,1,0,0,2197.7942264940957
77ee6c,2018-02-07,2018-02-22,PAR,DEL,0,2,7,0,15,6582.242664517718
77f142,2017-04-30,2017-04-30,HAM,LON,0,1,1,0,0,726.1599028023841
77f433,2017-05-21,2017-05-30,DUS,IST,0,1,3,0,9,2038.9828522626703
77f62f,2017-05-08,2017-05-08,CGN,IST,0,1,1,0,0,2001.4805308853554
77f797,2017-05-12,2017-05-26,PAR,LIS,0,2,1,0,14,1452.0328728283007
77f8c8,2017-11-20,2017-11-20,BRU,NYC,0,1,1,0,0,5888.9830831524305
77fa30,2018-02-14,2018-02-19,BER,BCN,0,2,2,0,5,1499.761224483535
77fd3f,2017-05-19,2017-05-25,ORY,ALG,0,1,1,0,6,1333.259027689944
77feab,2017-05-11,2017-05-18,BER,BHX,0,1,1,0,7,1034.4182293611634
77ff0b,2017-08-24,2017-09-24,BER,SAW,0,1,2,2,31,1764.1009382339191
780022,2017-09-06,2017-09-29,FRA,DPS,0,1,2,0,23,11926.180864323322
780022,2017-09-07,2017-09-28,AMS,HNL,0,1,2,0,21,11657.184623368237
780022,2017-09-09,2017-09-23,AMS,HNL,0,1,1,0,14,11657.184623368237
7800aa,2017-08-02,2017-08-09,DUS,PMI,0,1,3,0,7,1335.099388960445
780463,2017-10-12,2017-10-12,NAN,FRA,0,1,2,0,0,16283.600330441335
7806e0,2017-08-06,2017-08-20,MUC,OPO,0,1,1,0,14,1769.1553507590443
780776,2017-05-11,2017-05-18,LYS,AGP,0,1,2,0,7,1266.6424819674469
7807c3,2017-12-14,2017-12-21,STR,DUB,0,1,2,1,7,1188.0224373673407
780829,2017-05-15,2017-05-17,STR,BUD,0,1,5,0,2,762.4764053661254
780e96,2017-07-18,2017-07-21,DUS,LIS,0,1,3,0,3,1862.3995900374557
781177,2017-05-03,2017-05-05,BER,OPO,0,1,1,0,2,2084.4837407500395
7812a2,2017-09-02,2017-09-06,FRA,PMI,0,1,1,0,4,1264.4962315467362
781377,2017-09-22,2017-09-22,HAM,MUC,0,1,2,0,0,614.6902477291612
7818f5,2017-06-25,2017-07-29,SXF,ADB,0,1,1,0,34,1888.196734591271
78191e,2017-05-18,2017-05-21,PAR,PRG,0,1,1,0,3,870.7070163912528
781cf6,2017-05-09,2017-05-14,FRA,VCE,0,1,1,0,5,587.3542670261129
781e13,2017-06-08,2017-06-08,BUH,BER,1,1,1,0,0,1287.4518677061042
781ea3,2017-06-15,2017-06-25,CDG,CAI,0,1,2,0,10,3210.7417752491824
7823e6,2017-09-23,2017-10-07,MRS,DPS,0,2,4,0,14,12282.770049409472
782592,2017-08-14,2017-08-14,MEL,NAN,0,1,1,0,0,3858.8548020544613
782705,2017-06-13,2017-06-17,TLS,LIS,0,1,1,0,4,1036.79081559982
782712,2017-06-10,2017-06-17,DUS,EDI,0,1,1,0,7,850.3470571196759
78290c,2017-05-08,2017-05-13,PAR,ALG,0,1,2,0,5,1346.621997089775
782a41,2017-06-16,2017-06-21,MRS,PMI,0,1,2,0,5,479.27441208587163
783182,2017-09-02,2017-09-20,PAR,LIS,0,1,4,0,18,1452.0328728283007
783182,2017-09-03,2017-09-20,PAR,LIS,0,1,4,0,17,1452.0328728283007
7831b6,2017-05-01,2017-05-01,STR,SAW,0,1,1,0,0,1805.0421584784365
7831b6,2017-05-09,2017-05-09,SAW,STR,0,1,1,0,0,1805.0421584784365
7834b8,2017-05-17,2017-05-20,FRA,LIS,0,2,2,0,3,1890.4890315104547
7839af,2017-11-15,2017-11-23,HAM,YMQ,0,1,2,0,8,5744.176317585563
7839c8,2017-05-16,2017-06-02,FRA,WAW,0,1,1,0,17,889.7709311099788
783b50,2017-05-15,2017-05-25,MRS,ATH,0,1,4,0,10,1669.6583790284074
783f7a,2017-09-27,2017-10-11,ORY,CAS,0,1,1,0,14,1875.2651901342679
784044,2017-09-18,2017-10-15,PAR,PMI,0,2,2,2,27,1034.5540876226387
784623,2017-05-30,2017-06-01,BER,PAR,0,1,2,0,2,878.2992029098784
784623,2017-05-30,2017-06-02,BER,PAR,0,1,2,0,3,878.2992029098784
784859,2017-11-16,2017-11-23,BER,LPA,0,2,2,1,7,3605.959342632078
7849cf,2017-06-04,2017-06-11,MRS,ROM,0,1,1,0,7,621.0292284062085
784dba,2017-06-02,2017-06-16,OTP,LYS,0,1,1,0,14,1666.3717656364936
784e9a,2017-04-28,2017-04-29,DUS,BER,0,1,1,0,1,477.393739229165
784e9a,2017-04-28,2017-04-29,DUS,TXL,1,2,1,0,1,470.7535522511977
785194,2017-09-20,2017-10-02,CGN,PMI,0,1,1,1,12,1305.3179028207294
78523e,2017-04-30,2017-05-01,STR,HAM,0,1,3,0,1,536.9279267891749
7853ad,2017-05-06,2017-05-21,MUC,PMI,0,1,1,0,15,1188.284803898934
7853ca,2017-07-14,2017-07-21,BER,NYC,0,1,1,0,7,6385.775230434865
785567,2017-05-02,2017-05-02,MUC,BER,0,1,1,0,0,504.0152450674517
785749,2017-04-23,2017-04-26,HAM,BHX,0,2,1,0,3,805.4640423047379
785749,2017-04-23,2017-04-27,HAM,BHX,0,1,1,0,4,805.4640423047379
785749,2017-04-23,2017-04-27,HAM,MAN,0,1,1,0,4,809.39402256104
786396,2017-09-27,2017-10-05,STR,AYT,0,1,1,1,8,2189.8235531182695
786570,2017-05-13,2017-07-22,LYS,BKK,0,1,1,0,70,9346.8134080237
786588,2017-06-14,2017-06-29,AMS,DTT,0,1,2,2,15,6296.1384960992955
7866e1,2017-04-25,2017-04-30,PAR,IST,0,1,1,0,5,2253.4668406275528
786a22,2018-02-08,2018-02-20,MUC,MOW,0,1,1,0,12,1964.465758034855
786b0d,2017-06-05,2017-06-05,PAR,AGP,0,1,2,0,0,1456.1040988588488
786c7d,2017-04-25,2017-04-26,MUC,WAW,0,1,1,0,1,809.9417630416382
786f65,2017-09-18,2017-09-21,STR,VCE,0,1,2,0,3,441.22623586858805
786fb4,2017-07-04,2017-07-08,BER,NYC,0,1,2,0,4,6385.775230434865
78725b,2017-07-20,2017-07-30,PAR,AKL,0,1,1,0,10,18563.553561434765
7873a0,2017-04-29,2017-04-30,STR,BUD,0,1,1,0,1,762.4764053661254
78789c,2017-07-26,2017-07-30,FRA,SAW,0,2,4,1,4,1896.8812888423424
78789c,2017-07-26,2017-07-30,STR,SAW,1,2,4,1,4,1805.0421584784365
78789c,2017-10-02,2017-10-02,FRA,SAW,0,1,2,0,0,1896.8812888423424
78789c,2017-10-02,2017-10-02,STR,SAW,0,1,2,0,0,1805.0421584784365
787bd9,2017-05-03,2017-05-03,STR,NCE,0,1,1,0,0,588.8943060012075
787c9f,2017-07-10,2017-07-12,FRA,DUS,0,1,1,0,2,181.3454555166287
787cab,2017-06-23,2017-06-30,PAR,SFO,0,1,1,0,7,8965.87436087546
787e4e,2017-07-19,2017-07-26,BER,BJS,0,1,1,0,7,7356.384387882396
788065,2017-09-12,2017-09-15,HAM,PAR,0,1,2,0,3,748.9053904224791
788309,2017-06-26,2017-06-26,DUS,IST,1,2,4,0,0,2038.9828522626703
788309,2017-06-30,2017-06-30,IST,ANK,0,1,2,0,0,351.44828242595753
78839a,2017-08-07,2017-08-07,FRA,BRU,0,1,1,0,0,316.8715136486112
7883d6,2017-05-17,2017-05-20,BER,PAR,0,1,2,1,3,878.2992029098784
78866c,2017-05-15,2017-05-22,CGN,LON,0,1,2,1,7,512.479036863978
78889a,2017-07-17,2017-09-16,DUS,LAX,0,1,2,0,61,9121.153472246
7888f0,2017-06-03,2017-06-10,PAR,LIS,0,2,3,1,7,1452.0328728283007
788d1c,2017-07-06,2017-07-13,PAR,NCE,0,1,2,0,7,687.6002097518481
788e41,2017-09-07,2017-09-22,MRS,HAV,0,1,1,0,15,8090.9756783868515
788f5a,2017-06-22,2017-07-05,FRA,DPS,0,1,2,0,13,11926.180864323322
788f5a,2017-06-23,2017-07-06,FRA,DPS,0,1,2,0,13,11926.180864323322
789332,2017-05-23,2017-06-21,IST,STR,0,1,1,1,29,1773.3653515547999
78940f,2017-05-16,2017-05-19,FRA,LON,0,1,2,0,3,640.0443028377856
78940f,2018-02-09,2018-02-28,FRA,BKK,0,1,2,0,19,8966.898802410986
7894c1,2017-05-20,2017-05-26,DUS,DUB,0,1,2,0,6,915.5973864187715
7895b0,2018-03-04,2018-03-18,MUC,CUN,0,1,2,0,14,8881.9371207885
78961a,2017-08-23,2017-09-05,DUS,AYT,0,1,4,0,13,2473.8296196661768
7897f9,2017-09-30,2017-10-05,TLS,REK,0,1,2,0,5,2715.6393299020256
789b01,2017-06-20,2017-06-29,SFO,TYO,0,1,1,0,9,8283.923656783481
78a3a0,2017-05-07,2017-05-21,FRA,PHX,0,1,2,0,14,9051.767062676714
78a4c5,2017-05-10,2017-05-15,FRA,PAR,0,1,1,0,5,478.3993404525191
78a605,2017-04-30,2017-05-01,BER,DUS,0,2,1,0,1,477.393739229165
78a667,2017-08-23,2017-09-08,LYS,NYC,0,1,1,0,16,6148.240052937834
78a66c,2017-09-29,2017-09-29,EDI,FRA,0,1,4,0,0,1031.6874754784264
78a91b,2017-05-07,2017-05-07,PPT,CDG,0,1,1,0,0,15710.731360365437
78aad8,2017-05-12,2017-05-25,FRA,RIO,0,1,1,0,13,9587.261143015596
78aad8,2017-05-12,2017-05-25,STR,RIO,0,2,1,0,13,9511.651683634984
78acf1,2017-05-16,2017-05-20,LGW,TLS,0,2,1,0,4,849.3799583391493
78acf1,2017-05-16,2017-05-20,TLS,LGW,0,1,1,0,4,849.3799583391493
78b038,2017-05-07,2017-05-08,HAM,MUC,0,1,1,0,1,614.6902477291612
78b4e0,2017-07-03,2017-07-03,TLS,SYD,0,1,2,0,0,17200.659322582433
78b982,2017-05-13,2017-05-20,IST,PAR,0,1,1,0,7,2253.4668406275528
78ba19,2017-06-24,2017-07-01,BRU,NYC,0,1,1,0,7,5888.9830831524305
78bae5,2017-05-16,2017-05-20,TLS,LYS,0,1,1,0,4,360.2949709008269
78bbdf,2017-06-24,2017-06-30,HAM,AYT,0,1,2,2,6,2448.7612449426356
78bbe7,2017-12-17,2017-12-31,FRA,CUN,0,1,2,0,14,8610.524665454592
78bc00,2017-09-12,2017-09-22,STR,DUB,0,1,2,0,10,1188.0224373673407
78c0c2,2017-09-14,2017-09-14,FRA,AGP,0,1,4,0,0,1821.6385780061635
78c167,2017-05-31,2017-06-02,STR,BCN,0,1,1,0,2,988.4911048885755
78ca98,2018-02-10,2018-02-22,MUC,LPA,0,1,2,1,12,3215.1691726674167
78cb15,2017-06-02,2017-06-05,PAR,BCN,0,1,2,0,3,829.6484838874006
78cbad,2017-05-23,2017-05-30,KUL,HKT,0,2,1,0,7,666.627254306175
78cc57,2017-12-16,2017-12-21,BER,FCO,0,1,5,0,5,1196.3006579900914
78cc73,2017-05-10,2017-05-25,PAR,HKG,0,2,1,0,15,9612.679093596182
78d0a3,2017-06-25,2017-07-03,PAR,PRG,0,1,1,0,8,870.7070163912528
78d133,2017-07-04,2017-07-09,DUS,PMI,0,2,1,0,5,1335.099388960445
78d350,2018-02-15,2018-02-22,FRA,DXB,0,1,3,0,7,4840.303809229145
78d44a,2017-09-30,2017-10-04,FRA,IST,0,1,2,0,4,1865.802107460031
78d6b4,2017-07-21,2017-08-04,DUS,ATH,0,1,1,0,14,1982.0046865870245
78d7a4,2017-07-11,2017-07-20,FRA,EDI,0,1,3,0,9,1031.6874754784264
78d8be,2017-09-05,2017-09-05,HAM,FRA,0,1,1,0,0,395.57212596773167
78dc24,2017-05-12,2017-05-17,BER,PMI,0,1,3,0,5,1657.1975239635512
78dc38,2017-12-12,2018-01-09,CDG,NOU,0,2,1,0,28,16722.00010130886
78dc38,2017-12-12,2018-01-09,PAR,NOU,0,1,1,0,28,16744.78446877842
78dcdb,2017-10-28,2017-10-28,MRS,NOU,0,1,2,2,0,17096.911815229025
78df63,2017-05-07,2017-05-14,NYC,MIA,0,1,1,0,7,1756.6181380802443
78e184,2017-06-06,2017-06-21,DUS,TPA,0,2,2,0,15,7576.418179287461
78e1a6,2018-02-18,2018-02-18,MUC,LIM,0,1,2,1,0,10899.38280916762
78e2c2,2017-06-06,2017-06-17,PAR,MIA,0,3,2,0,11,7355.805220239758
78e760,2017-06-23,2017-07-05,PAR,BUD,0,1,1,0,12,1261.7263878193082
78e826,2017-05-15,2017-05-15,PAR,NCE,0,2,1,0,0,687.6002097518481
78e826,2017-05-15,2017-05-18,PAR,NCE,1,1,1,0,3,687.6002097518481
78e96a,2017-04-30,2017-05-01,SXF,VCE,0,1,2,0,1,776.5493520237554
78eb91,2017-07-06,2017-07-10,AMS,PMI,0,1,2,0,4,1427.3582477317304
78ee02,2017-05-09,2017-05-30,PAR,TLV,0,2,1,1,21,3278.150047834882
78eeb2,2017-05-02,2017-05-11,FRA,YYC,1,2,1,0,9,7533.6393378140865
78eeb2,2017-05-03,2017-05-14,FRA,YYC,0,1,1,0,11,7533.6393378140865
78eeb2,2017-05-04,2017-05-14,FRA,YYC,0,2,1,0,10,7533.6393378140865
78eeb2,2017-05-07,2017-05-17,FRA,YYC,0,1,1,0,10,7533.6393378140865
78eeb2,2017-05-07,2017-05-17,MUC,YYC,0,1,1,0,10,7833.9451626017535
78f3cc,2017-06-22,2017-06-30,CDG,HKG,0,1,1,0,8,9591.07624407728
78f3e0,2017-05-18,2017-05-18,SXF,ZRH,0,1,1,0,0,652.8292428970058
7900a2,2017-10-19,2017-10-19,CGN,LPA,0,1,1,0,0,3159.661795665912
79026d,2017-05-07,2017-05-13,HAM,PMI,0,1,1,0,6,1654.5157994562705
790315,2017-06-12,2017-06-12,THR,PAR,0,1,1,0,0,4210.7285325781095
7904c5,2017-07-07,2017-07-13,HAM,PMI,0,2,2,1,6,1654.5157994562705
7904c5,2017-07-07,2017-07-14,HAM,PMI,0,2,2,1,7,1654.5157994562705
7904c5,2017-07-14,2017-07-22,HAM,PMI,0,3,2,1,8,1654.5157994562705
7904c5,2017-07-15,2017-07-22,HAM,PMI,1,0,2,1,7,1654.5157994562705
790ba7,2017-09-16,2017-10-25,MRS,ALG,0,3,2,2,39,766.3734936346159
790eb2,2017-05-04,2017-05-25,ORY,ALG,1,3,1,0,21,1333.259027689944
791140,2017-07-04,2017-07-10,DUS,LED,0,1,2,0,6,1745.0616333015762
791186,2017-09-16,2017-10-05,PAR,STO,0,1,1,0,19,1544.7739277784976
791225,2017-05-02,2017-05-04,NCE,PAR,0,1,1,0,2,687.6002097518481
79123b,2017-10-13,2017-10-13,ARN,BER,1,2,1,0,0,840.27369978775
79124e,2017-11-23,2017-11-24,FRA,PMI,0,1,6,0,1,1264.4962315467362
7912fb,2017-05-28,2017-05-31,STR,SAW,0,1,1,0,3,1805.0421584784365
7918d8,2017-05-04,2017-05-07,BER,LON,0,1,1,0,3,934.9378839816258
791c8d,2017-05-02,2017-05-09,PEK,TXL,0,1,1,0,7,7355.955469706302
791c9c,2017-05-17,2017-05-19,DUS,PRG,0,1,2,0,2,541.5026040120031
7920e8,2017-06-02,2017-06-16,LYS,ALG,0,1,1,0,14,1012.0534848070552
7922c4,2017-05-03,2017-05-16,PAR,SAO,0,2,1,0,13,9401.55643882402
7923b2,2017-05-27,2017-06-08,ORY,RIO,0,1,2,0,12,9158.412122740423
7924ef,2017-05-07,2017-05-23,FRA,YVR,0,1,1,0,16,8050.468965071417
7924ef,2017-10-07,2017-10-24,FRA,YVR,0,2,2,0,17,8050.468965071417
7926f1,2017-05-10,2017-05-12,FRA,LON,0,1,2,0,2,640.0443028377856
792b68,2017-06-27,2017-06-27,BER,NYC,0,1,1,0,0,6385.775230434865
7931f2,2017-05-20,2017-05-20,MUC,ROM,0,1,2,1,0,698.7883321065486
793876,2017-05-20,2017-05-26,CGN,NYC,0,1,1,0,6,6067.479305547838
793f8e,2017-05-06,2017-05-13,BER,ZRH,0,1,1,0,7,661.5230736538538
794263,2017-08-16,2017-08-16,PRG,DUS,0,1,1,0,0,541.5026040120031
7942ee,2017-04-26,2017-04-26,BJS,MUC,0,1,1,0,0,7750.466528516944
794688,2017-05-15,2017-05-17,BER,DUS,0,1,1,0,2,477.393739229165
794a86,2018-02-14,2018-02-23,FRA,BER,0,1,2,0,9,423.2473533752599
794c69,2017-07-27,2017-07-31,HAM,LIS,0,1,1,0,4,2200.8755716841497
794ca8,2017-08-19,2017-08-23,STR,BCN,0,1,2,0,4,988.4911048885755
794d35,2017-04-28,2017-05-01,BER,BCN,1,5,1,0,3,1499.761224483535
794d35,2017-04-29,2017-05-01,BER,ROM,0,2,1,0,2,1183.9321818772682
79500b,2017-05-03,2017-05-17,TLS,IST,0,1,1,0,14,2270.0465052195786
7950b6,2017-06-22,2017-06-30,MUC,IZM,0,1,2,0,8,1654.949302033578
7955b2,2017-05-21,2017-05-24,MUC,MAN,0,1,1,0,3,1135.3363796065023
7955b2,2017-05-22,2017-05-25,MUC,MAN,0,2,1,0,3,1135.3363796065023
79568f,2017-09-07,2017-09-07,STR,BUD,0,1,1,0,0,762.4764053661254
79568f,2017-09-09,2017-09-09,MUC,BUD,0,1,1,0,0,578.7507980742832
7956aa,2017-05-07,2017-05-07,PAR,MAD,0,1,1,0,0,1051.7163067224103
79572c,2017-05-21,2017-05-25,MUC,BCN,0,1,2,2,4,1055.1239608396156
79599b,2017-06-14,2017-06-28,DUS,DPS,0,1,2,0,14,12041.715129697053
7959fc,2017-05-11,2017-05-11,MUC,IZM,0,1,1,0,0,1654.949302033578
7959fc,2017-05-13,2017-05-13,MUC,IZM,0,1,1,0,0,1654.949302033578
795d15,2017-05-17,2017-05-21,MUC,HAM,0,1,2,0,4,614.6902477291612
795e18,2017-04-19,2017-04-27,PAR,ALG,1,3,2,0,8,1346.621997089775
795e18,2017-04-19,2017-04-28,PAR,ALG,0,2,2,0,9,1346.621997089775
796621,2017-06-17,2017-10-23,PAR,YTO,0,1,1,0,128,6000.263812510149
796aaf,2017-04-28,2017-04-28,MUC,DUS,0,1,1,0,0,486.1850217398799
796bd6,2017-06-15,2017-06-23,FRA,SZX,0,1,1,0,8,9131.116865439923
796c46,2017-08-14,2017-09-09,CGN,AYT,0,1,1,0,26,2434.1218926109286
796cd9,2017-07-20,2017-07-20,PAR,SHA,0,1,1,0,0,9263.464597812777
796ec4,2017-05-16,2017-05-20,BER,LIS,0,1,2,0,4,2312.0734736524214
796ec4,2017-05-17,2017-05-20,BER,LIS,0,1,2,0,3,2312.0734736524214
7970ff,2017-04-30,2017-05-03,BER,MUC,0,1,1,0,3,504.0152450674517
797183,2018-03-24,2018-04-09,LYS,GIG,0,1,1,0,16,9034.21090902839
797360,2017-07-06,2017-07-19,MUC,SIN,0,1,1,0,13,10069.086636981241
797812,2017-05-15,2017-05-15,ALG,LYS,0,1,1,0,0,1012.0534848070552
797dfa,2017-07-01,2017-07-04,DUS,CPH,0,1,1,0,3,625.0037542473515
798180,2017-05-22,2017-05-22,STR,DUS,0,1,1,0,0,320.9552460951598
798180,2017-05-23,2017-05-26,STR,BCN,0,1,1,0,3,988.4911048885755
7983a3,2017-07-08,2017-07-08,MUC,PMI,0,1,1,0,0,1188.284803898934
7983a3,2017-07-09,2017-07-09,MUC,PMI,0,1,6,0,0,1188.284803898934
7983ad,2017-05-09,2017-10-20,PAR,ORY,0,1,1,0,164,13.363504314010138
7986e5,2017-10-05,2017-10-19,STR,LPA,0,1,4,0,14,3114.780793923727
798911,2017-08-18,2017-08-18,OSL,BER,0,1,2,0,0,837.8560532221825
798bfc,2017-09-28,2017-10-12,PAR,LIS,0,1,5,0,14,1452.0328728283007
798c0d,2017-05-01,2017-05-02,DUS,VIE,0,1,1,0,1,782.8455640845343
798d11,2017-05-31,2017-06-02,STR,HAM,0,1,2,0,2,536.9279267891749
79908e,2017-05-23,2017-05-26,MUC,HAM,0,1,2,3,3,614.6902477291612
799311,2018-01-15,2018-01-17,BUE,MUC,0,2,2,0,2,11517.689923105265
79932e,2017-06-26,2017-06-30,SXF,PMI,0,1,1,0,4,1648.4726248475472
7995d6,2017-04-27,2017-04-29,PAR,AMS,1,3,2,0,2,420.62754649835506
7996d9,2017-05-17,2017-05-20,MRS,LIS,0,1,1,0,3,1309.273861241166
79970d,2017-05-29,2017-06-01,DUS,GVA,0,1,2,0,3,555.9209716343748
7998e9,2017-09-27,2017-10-11,PAR,JKT,0,1,4,0,14,11594.774540157618
799917,2017-05-04,2017-05-04,HAM,IST,0,1,1,0,0,1986.1073728991973
79a059,2017-09-11,2017-09-19,CGN,NYC,0,1,1,0,8,6067.479305547838
79aaec,2017-09-22,2017-10-06,MUC,DME,0,1,1,0,14,1968.2154668381143
79ab87,2017-08-02,2017-08-16,MRS,LIS,0,1,2,0,14,1309.273861241166
79ada4,2017-05-24,2017-05-24,STR,OPO,0,1,2,0,0,1630.741018261409
79ada4,2017-05-28,2017-05-28,STR,OPO,0,1,2,0,0,1630.741018261409
79b064,2017-06-07,2017-06-30,PAR,HKT,0,1,1,0,23,9762.396061832573
79b31b,2017-06-09,2017-06-16,PAR,NCE,0,1,2,0,7,687.6002097518481
79b31b,2017-06-10,2017-06-17,PAR,NCE,0,1,2,0,7,687.6002097518481
79b5f8,2017-10-04,2017-10-25,ZRH,RIO,0,1,1,1,21,9376.928569148884
79b617,2017-08-18,2017-10-18,MRS,BKK,0,1,2,0,61,9379.592993758262
79b970,2017-05-26,2017-06-09,FRA,MIA,0,1,1,0,14,7763.326003005599
79b970,2017-06-22,2017-07-06,AMS,MIA,0,1,1,0,14,7437.797330420981
79bd84,2017-10-30,2017-11-13,ORY,EWR,0,1,1,0,14,5852.388470416038
79c1a9,2017-05-22,2017-05-26,STR,HAM,0,1,1,0,4,536.9279267891749
79c534,2017-05-25,2017-05-25,NYC,TLV,0,1,1,0,0,9115.73851526798
79c715,2017-05-10,2017-05-12,DUS,LON,0,1,2,0,2,483.3797305832925
79c81c,2017-09-04,2017-09-11,HAM,PMI,0,1,1,0,7,1654.5157994562705
79c9e6,2017-09-01,2017-09-15,DUS,PMI,0,2,3,3,14,1335.099388960445
79cad6,2017-05-26,2017-06-29,HAM,MEX,0,1,1,0,34,9471.658455120227
79cd6a,2017-04-24,2017-04-28,HAM,IST,0,1,1,0,4,1986.1073728991973
79cd6a,2017-04-24,2017-04-29,HAM,IST,0,1,1,0,5,1986.1073728991973
79d1e4,2017-05-18,2017-05-31,MUC,LAX,0,1,1,0,13,9606.255101595945
79d5e5,2017-07-08,2017-07-12,MUC,ATH,0,1,4,0,4,1496.0458401508986
79d6c9,2017-05-29,2017-06-01,FRA,BCN,0,1,1,0,3,1093.6172586284022
79d7b6,2017-05-11,2017-05-23,PAR,OPO,0,1,1,0,12,1212.4711446876818
79d999,2017-11-04,2017-11-13,ZRH,NYC,0,1,2,0,9,6321.866273244385
